topK,shrink,feature_weighting,normalize,tversky_alpha,tversky_beta,iteration,RECALL,MAP
3,19.430647405162652,TF-IDF,True,0.30539667307530277,2.2121052633240135,215,0.042606374993405284,0.042606374993405284
4,20.182715897887633,TF-IDF,True,0.1978912151945323,2.2563849423355014,216,0.04282274621342604,0.04282274621342604
5,20.477445720851897,TF-IDF,True,0.1883940493334507,2.143262308149379,217,0.04271309261205154,0.04271309261205154
4,21.166770742895817,TF-IDF,True,0.19662216234775426,2.3984188443875536,218,0.042785003338340455,0.042785003338340455
3,18.738783713453987,TF-IDF,True,0.2149538370105545,2.2520962450343953,219,0.04256236342890175,0.04256236342890175
5,20.03737239306154,TF-IDF,True,0.18032523011109186,2.192123276023073,220,0.04268030089709036,0.04268030089709036
4,19.613539272601816,TF-IDF,True,0.20055174938612308,2.2768043868335917,221,0.042813857117158745,0.042813857117158745
4,20.645248941842173,TF-IDF,True,0.19911287956070833,2.2998654141999757,222,0.04282312828565058,0.04282312828565058
3,20.702249746993324,TF-IDF,True,0.19070196691350447,2.335037655169695,223,0.04256194303674909,0.04256194303674909
4,22.10784575289149,TF-IDF,True,0.19706868604611746,2.2956474340253985,224,0.042798905582851314,0.042798905582851314
4,21.575433144363462,TF-IDF,True,0.21354275871852293,2.2309319086504136,225,0.04284338600294588,0.04284338600294588
4,22.65529671509379,TF-IDF,True,0.2115860666513466,2.2267051290477538,226,0.04278416480814857,0.04278416480814857
5,21.473190711184536,TF-IDF,True,0.1979319757837992,2.163160064119416,227,0.04274781272104244,0.04274781272104244
3,23.227651960272937,TF-IDF,True,0.2164444195056054,2.2073388792393005,228,0.04259450595919836,0.04259450595919836
5,21.877732866219958,TF-IDF,True,0.18419159199378862,2.1107040096310206,229,0.04272682692511274,0.04272682692511274
4,21.065350892203217,TF-IDF,True,0.20762070219697792,2.2528905527808702,230,0.042833425075747944,0.042833425075747944
4,20.754368480926843,TF-IDF,True,0.20716713276773846,2.269839428476724,231,0.04280278491204519,0.04280278491204519
4,21.128871425470287,TF-IDF,True,0.20202509632768076,2.232836948051203,232,0.04281982713654858,0.04281982713654858
28,21.182856668832507,TF-IDF,True,0.2106487947263239,2.174382483910875,233,0.03911325432214807,0.03911325432214807
3,21.422171589427524,TF-IDF,True,0.19335487232312729,2.226778384604992,234,0.042529305728557315,0.042529305728557315
5,20.462227145042707,TF-IDF,True,0.22059188277057926,2.136022852027281,235,0.04266228376853338,0.04266228376853338
4,21.03526547922817,TF-IDF,True,0.20299511654768265,2.229012051908823,236,0.04280396043219312,0.04280396043219312
4,22.273795901867675,TF-IDF,True,0.21126683046032257,2.1922037417682203,237,0.0427801547403764,0.0427801547403764
3,21.91206431020199,TF-IDF,True,0.23137921180168694,2.3051206654223133,238,0.042579917337151336,0.042579917337151336
4,20.326672043035344,TF-IDF,True,0.19121399607749703,2.0933157055856073,239,0.042807020391159196,0.042807020391159196
